node_id,latitude,longitude
4370893159,-5.5398063,105.4160015
4370893184,-5.5379239,105.4203878
4370934266,-5.5400843,105.4247833
4370934267,-5.5328846,105.4276196
4370962354,-5.5357495,105.4266138
4397139817,-5.550108,105.3691416
4397144332,-5.5606877,105.379965
4397144336,-5.5590248,105.3838943
4425055703,-5.5399507,105.4206838
4425055717,-5.5399097,105.4193487
4425055718,-5.5408215,105.4205232
4425055720,-5.5407675,105.4197895
4425055721,-5.5413372,105.4192004
4425055733,-5.543268,105.4189729
4425055745,-5.5441883,105.4185793
4425055747,-5.5442224,105.4181521
4425055753,-5.5435493,105.4168819
4425055762,-5.5398256,105.4163708
4425057286,-5.5462256,105.4204299
4430277980,-5.5459152,105.4031747
4431873099,-5.5672602,105.4035538
4431965454,-5.5464715,105.4029555
4431965460,-5.5478018,105.4039378
4431965468,-5.5471783,105.4046555
4435775676,-5.5523327,105.3698313
4435775678,-5.5537519,105.3667456
4435809298,-5.5567507,105.3933912
4435809313,-5.5582608,105.3928021
6128713832,-5.5163618,105.34967
6128713877,-5.5171226,105.3485336
6128715692,-5.5175245,105.3490256
6128715695,-5.5176736,105.3485577
6128715712,-5.5140337,105.348693
6128715726,-5.514619,105.3481099
6155824576,-5.6462199,105.4723546
6155824588,-5.6333849,105.4842461
6155824590,-5.635465,105.4860506
6155824637,-5.6468045,105.4724632
6155824638,-5.648432,105.4723824
6155824639,-5.6495377,105.4723466
6155824640,-5.6472315,105.4733256
6155824642,-5.6499568,105.4731834
6155824651,-5.6458809,105.464839
6155824674,-5.5714388,105.4099056
6155824682,-5.6083973,105.422567
6159086090,-5.6336592,105.4489097
6159086119,-5.6311795,105.4500711
6159086137,-5.6343982,105.4512784
6159086138,-5.6138864,105.4686508
6159086149,-5.6162767,105.4661174
6159086222,-5.6308859,105.4545879
6159206248,-5.4728023,105.4518686
6159206250,-5.4727883,105.4513832
6159206254,-5.4823356,105.4504579
6159206266,-5.4814085,105.4501976
6159206270,-5.484505,105.4505229
6159206315,-5.4720015,105.4604792
6159206341,-5.4779908,105.4489297
6159206357,-5.476957,105.4487727
6159206366,-5.4746253,105.4486606
6159206404,-5.4728093,105.4501462
6159206409,-5.4740802,105.4489634
6159206413,-5.4756688,105.4486576
6159354292,-5.613578,105.4720638
6159354334,-5.6011268,105.4858813
6159432896,-5.5773225,105.379507
6159475821,-5.5279085,105.355725
6159475822,-5.5287668,105.3552241
6159475835,-5.5268241,105.3541862
6159475836,-5.5240667,105.3580083
6159475838,-5.5244525,105.3576328
6159475845,-5.5252499,105.3577152
6159475846,-5.5267997,105.3586689
6159475866,-5.5233135,105.3580515
6159475867,-5.5194527,105.3588364
6159476289,-5.5201442,105.3577474
6159476293,-5.5218468,105.3580767
6159476296,-5.5223584,105.3573438
6159476335,-5.5243617,105.3582792
6159476342,-5.5253122,105.3585011
6159476366,-5.5261951,105.3537742
6159587479,-5.6020384,105.3994417
6159587480,-5.6023391,105.399078
6159588986,-5.5976419,105.397709
6159588996,-5.6005219,105.3940468
6159590451,-5.5972054,105.3956934
6159590460,-5.5989352,105.3968346
6159590487,-5.6056234,105.4015767
6159590490,-5.6074005,105.4027143
6159603969,-5.5310815,105.3571325
6159603972,-5.5306169,105.3569931
6159603977,-5.5293647,105.35764
6159603979,-5.5335409,105.3583281
6159604286,-5.5321869,105.3593843
6159625497,-5.5708719,105.4090241
6159625500,-5.5717666,105.4085478
6159626196,-5.5715276,105.410029
6159626243,-5.5674876,105.4044886
6159626254,-5.5708617,105.4033577
6159627148,-5.5653277,105.4057328
6159627154,-5.5670444,105.4059872
6159627286,-5.5670359,105.4064303
6159627368,-5.55329,105.4062901
6159631788,-5.5466003,105.3686888
6159631795,-5.54448,105.3681377
6159631798,-5.5441104,105.3674726
6159631799,-5.5419418,105.365206
6159631800,-5.5387612,105.3633858
6159631806,-5.5382996,105.3635578
6159631807,-5.5295918,105.3602902
6159631864,-5.5338566,105.358943
6159631865,-5.5329715,105.3599135
6159631871,-5.5293445,105.3620494
6159632088,-5.5304825,105.3602427
6159632094,-5.5304354,105.3610003
6159632096,-5.5306009,105.3607871
6159632101,-5.5311673,105.3600377
6159632107,-5.5318114,105.359131
6159632119,-5.5423262,105.3680116
6159632123,-5.5443025,105.3683918
6159632124,-5.5446231,105.3679171
6159632125,-5.5437991,105.3685736
6159632130,-5.5443752,105.3677474
6159632131,-5.5441762,105.367533
6159632134,-5.5444694,105.3669879
6159632135,-5.5349819,105.362438
6159632142,-5.5326773,105.3639548
6159632155,-5.5347109,105.3610284
6159632157,-5.5315019,105.3619364
6159632163,-5.5322255,105.3607703
6159632167,-5.5331974,105.3600618
6159818424,-5.5641645,105.3767029
6159818453,-5.5632347,105.3766309
6159818454,-5.5641381,105.3769913
6159818456,-5.5638117,105.3764022
6159818457,-5.5641921,105.3764304
6159818458,-5.5637894,105.3766692
6159818459,-5.5647003,105.3767462
6159818461,-5.5637686,105.3769554
6159818462,-5.5638554,105.3758799
6162796462,-5.5100597,105.4962185
6163038416,-5.6455159,105.4575974
6163038429,-5.6448032,105.463568
6163038440,-5.6449279,105.464452
6163038625,-5.6424036,105.4643217
6163050035,-5.4673945,105.4715073
